Instance Type,Market,vCPU,RAM (GiB),Storage,Price ($/h),Price ($/m),Price ($/y),Unit,Terms
c6gd.metal,ondemand,64,128.0,2 x 1900 NVMe SSD,2.4576,1769.4719999999998,21233.663999999997,hrs,"OnDemand, Reserved"
c6gd.16xlarge,ondemand,64,128.0,2 x 1900 NVMe SSD,2.4576,1769.4719999999998,21233.663999999997,hrs,"OnDemand, Reserved"
m6g.16xlarge,ondemand,64,256.0,EBS only,2.464,1774.08,21288.96,hrs,"OnDemand, Reserved"
m6g.metal,ondemand,64,256.0,EBS only,2.464,1774.08,21288.96,hrs,"OnDemand, Reserved"
i4g.8xlarge,ondemand,32,256.0,2 x 3750 SSD,2.47104,1779.1488,21349.7856,hrs,"OnDemand, Reserved"
m7gd.12xlarge,ondemand,48,192.0,2 x 1425 NVMe SSD,2.5628,1845.2160000000001,22142.592,hrs,"OnDemand, Reserved"
r7g.12xlarge,ondemand,48,384.0,EBS only,2.5704,1850.6879999999999,22208.255999999998,hrs,"OnDemand, Reserved"
c5ad.4xlarge,ondemand,16,32.0,2 x 300 NVMe SSD,2.608,1877.76,22533.12,hrs,"OnDemand, Reserved"
m7g.16xlarge,ondemand,64,256.0,EBS only,2.6112,1880.064,22560.768,hrs,"OnDemand, Reserved"
m7g.metal,ondemand,64,256.0,EBS only,2.6112,1880.064,22560.768,hrs,"OnDemand, Reserved"
r5ad.8xlarge,ondemand,32,256.0,2 x 600 NVMe SSD,2.637,1898.64,22783.68,hrs,"OnDemand, Reserved"
r3.8xlarge,ondemand,32,244.0,2 x 320 SSD,2.656,1912.3200000000002,22947.840000000004,hrs,"OnDemand, Reserved"
i2.2xlarge,ondemand,8,61.0,2 x 800 SSD,2.666,1919.52,23034.239999999998,hrs,"OnDemand, Reserved"
x2gd.8xlarge,ondemand,32,512.0,1 x 1900 SSD,2.672,1923.8400000000001,23086.08,hrs,"OnDemand, Reserved"
m7i-flex.4xlarge,ondemand,16,64.0,EBS only,2.68608,1933.9776,23207.7312,hrs,"OnDemand, Reserved"
m5dn.8xlarge,ondemand,32,128.0,2 x 600 NVMe SSD,2.717,1956.24,23474.88,hrs,"OnDemand, Reserved"
c6id.4xlarge,ondemand,16,32.0,1 x 950 NVMe SSD,2.7264,1963.008,23556.096,hrs,"OnDemand, Reserved"
c6gn.16xlarge,ondemand,64,128.0,EBS only,2.7648,1990.6560000000002,23887.872000000003,hrs,"OnDemand, Reserved"
m6a.16xlarge,ondemand,64,256.0,EBS only,2.7648,1990.6560000000002,23887.872000000003,hrs,"OnDemand, Reserved"
r6gd.12xlarge,ondemand,48,384.0,2 x 1425 NVMe SSD,2.7648,1990.6560000000002,23887.872000000003,hrs,"OnDemand, Reserved"
r6in.8xlarge,ondemand,32,256.0,EBS only,2.78928,2008.2816000000003,24099.379200000003,hrs,"OnDemand, Reserved"
i3en.3xlarge,ondemand,12,96.0,1 x 7500 NVMe SSD,2.796,2013.12,24157.44,hrs,"OnDemand, Reserved"
m5d.4xlarge,ondemand,16,64.0,2 x 300 NVMe SSD,2.824,2033.28,24399.36,hrs,"OnDemand, Reserved"
r6a.4xlarge,ondemand,16,128.0,EBS only,2.8272,2035.584,24427.008,hrs,"OnDemand, Reserved"
c6i.12xlarge,ondemand,48,96.0,EBS only,2.8512,2052.864,24634.368000000002,hrs,"OnDemand, Reserved"
h1.4xlarge,ondemand,16,64.0,2 x 2000 HDD,2.856,2056.3199999999997,24675.839999999997,hrs,"OnDemand, Reserved"
m6id.4xlarge,ondemand,16,64.0,1 x 950 NVMe SSD,2.8692,2065.824,24789.888,hrs,"OnDemand, Reserved"
m5n.4xlarge,ondemand,16,64.0,EBS only,2.872,2067.84,24814.08,hrs,"OnDemand, Reserved"
hpc6a.48xlarge,ondemand,96,384.0,EBS only,2.88,2073.6,24883.199999999997,hrs,"OnDemand, Reserved"
m6a.12xlarge,ondemand,48,192.0,EBS only,2.8848,2077.056,24924.672,hrs,"OnDemand, Reserved"
m6gd.16xlarge,ondemand,64,256.0,2 x 1900 NVMe SSD,2.8928,2082.816,24993.791999999998,hrs,"OnDemand, Reserved"
m6gd.metal,ondemand,64,256.0,2 x 1900 NVMe SSD,2.8928,2082.816,24993.791999999998,hrs,"OnDemand, Reserved"
c7gd.16xlarge,ondemand,64,128.0,2 x 1900 NVMe SSD,2.903,2090.16,25081.92,hrs,"OnDemand, Reserved"
im4gn.8xlarge,ondemand,32,128.0,2 x 7500 SSD,2.91034,2095.4448,25145.337600000003,hrs,"OnDemand, Reserved"
r5n.8xlarge,ondemand,32,256.0,EBS only,2.925,2106.0,25272.0,hrs,"OnDemand, Reserved"
r5.4xlarge,ondemand,16,128.0,EBS only,2.928,2108.16,25297.92,hrs,"OnDemand, Reserved"
c7gn.12xlarge,ondemand,48,96.0,EBS only,2.9952,2156.544,25878.528,hrs,"OnDemand, Reserved"
r6i.12xlarge,ondemand,48,384.0,EBS only,3.024,2177.28,26127.36,hrs,"OnDemand, Reserved"
m6in.4xlarge,ondemand,16,64.0,EBS only,3.03384,2184.3648000000003,26212.377600000003,hrs,"OnDemand, Reserved"
p3.2xlarge,ondemand,8,61.0,EBS only,3.06,2203.2,26438.399999999998,hrs,"OnDemand, Reserved"
m6i.16xlarge,ondemand,64,256.0,EBS only,3.072,2211.84,26542.08,hrs,"OnDemand, Reserved"
r5d.4xlarge,ondemand,16,128.0,2 x 300 NVMe SSD,3.072,2211.84,26542.08,hrs,"OnDemand, Reserved"
r5b.4xlarge,ondemand,16,128.0,EBS only,3.112,2240.64,26887.68,hrs,"OnDemand, Reserved"
m6i.12xlarge,ondemand,48,192.0,EBS only,3.1152,2242.944,26915.328,hrs,"OnDemand, Reserved"
r6id.4xlarge,ondemand,16,128.0,1 x 950 NVMe SSD,3.1296,2253.312,27039.744,hrs,"OnDemand, Reserved"
i3.4xlarge,ondemand,16,122.0,2 x 1900 NVMe SSD,3.168,2280.96,27371.52,hrs,"OnDemand, Reserved"
m6idn.4xlarge,ondemand,16,64.0,1 x 950 SSD,3.19296,2298.9312,27587.1744,hrs,"OnDemand, Reserved"
m4.16xlarge,ondemand,64,256.0,EBS only,3.2,2304.0,27648.0,hrs,"OnDemand, Reserved"
r6g.16xlarge,ondemand,64,512.0,EBS only,3.2256,2322.432,27869.183999999997,hrs,"OnDemand, Reserved"
r6g.metal,ondemand,64,512.0,EBS only,3.2256,2322.432,27869.183999999997,hrs,"OnDemand, Reserved"
r7gd.12xlarge,ondemand,48,384.0,2 x 1425 NVMe SSD,3.2659,2351.448,28217.375999999997,hrs,"OnDemand, Reserved"
m5ad.16xlarge,ondemand,64,256.0,4 x 600 NVMe SSD,3.296,2373.12,28477.44,hrs,"OnDemand, Reserved"
t3a.2xlarge,ondemand,8,32.0,EBS only,3.3008,2376.576,28518.912,hrs,"OnDemand, Reserved"
x2iedn.4xlarge,ondemand,16,512.0,1 x 475 NVMe SSD,3.3345,2400.8399999999997,28810.079999999994,hrs,"OnDemand, Reserved"
x1e.4xlarge,ondemand,16,488.0,1 x 480 SSD,3.336,2401.92,28823.04,hrs,"OnDemand, Reserved"
m5a.2xlarge,ondemand,8,32.0,EBS only,3.344,2407.68,28892.159999999996,hrs,"OnDemand, Reserved"
t2.2xlarge,ondemand,8,32.0,EBS only,3.3712,2427.264,29127.168,hrs,"OnDemand, Reserved"
c4.2xlarge,ondemand,8,15.0,EBS only,3.4,2448.0,29376.0,hrs,"OnDemand, Reserved"
c7a.2xlarge,ondemand,8,16.0,EBS only,3.41056,2455.6032,29467.238400000002,hrs,"OnDemand, Reserved"
m7gd.16xlarge,ondemand,64,256.0,2 x 1900 NVMe SSD,3.4171,2460.312,29523.744,hrs,"OnDemand, Reserved"
r7g.16xlarge,ondemand,64,512.0,EBS only,3.4272,2467.584,29611.007999999998,hrs,"OnDemand, Reserved"
r7g.metal,ondemand,64,512.0,EBS only,3.4272,2467.584,29611.007999999998,hrs,"OnDemand, Reserved"
c5n.2xlarge,ondemand,8,21.0,EBS only,3.432,2471.04,29652.48,hrs,"OnDemand, Reserved"
r5a.2xlarge,ondemand,8,64.0,EBS only,3.452,2485.44,29825.28,hrs,"OnDemand, Reserved"
r6a.2xlarge,ondemand,8,64.0,EBS only,3.4536,2486.5919999999996,29839.103999999996,hrs,"OnDemand, Reserved"
h1.2xlarge,ondemand,8,32.0,1 x 2000 HDD,3.468,2496.96,29963.52,hrs,"OnDemand, Reserved"
g4ad.16xlarge,ondemand,64,256.0,2400 GB NVMe SSD,3.468,2496.96,29963.52,hrs,"OnDemand, Reserved"
r5a.12xlarge,ondemand,48,384.0,EBS only,3.523,2536.56,30438.72,hrs,"OnDemand, Reserved"
m6in.2xlarge,ondemand,8,32.0,EBS only,3.55692,2560.9824,30731.7888,hrs,"OnDemand, Reserved"
r3.2xlarge,ondemand,8,61.0,1 x 160 SSD,3.664,2638.08,31656.96,hrs,"OnDemand, Reserved"
r6idn.8xlarge,ondemand,32,256.0,1 x 1900 SSD,3.66704,2640.2688,31683.225599999998,hrs,"OnDemand, Reserved"
r6gd.metal,ondemand,64,512.0,2 x 1900 NVMe SSD,3.6864,2654.208,31850.496,hrs,"OnDemand, Reserved"
r6gd.16xlarge,ondemand,64,512.0,2 x 1900 NVMe SSD,3.6864,2654.208,31850.496,hrs,"OnDemand, Reserved"
h1.16xlarge,ondemand,64,256.0,8 x 2000 HDD,3.744,2695.6800000000003,32348.160000000003,hrs,"OnDemand, Reserved"
c6i.16xlarge,ondemand,64,128.0,EBS only,3.8016,2737.152,32845.824,hrs,"OnDemand, Reserved"
m5a.16xlarge,ondemand,64,256.0,EBS only,3.834,2760.48,33125.76,hrs,"OnDemand, Reserved"
r5.12xlarge,ondemand,48,384.0,EBS only,3.835,2761.2,33134.399999999994,hrs,"OnDemand, Reserved"
c5n.metal,ondemand,72,192.0,EBS only,3.888,2799.36,33592.32,hrs,"OnDemand, Reserved"
c5n.18xlarge,ondemand,72,192.0,EBS only,3.888,2799.36,33592.32,hrs,"OnDemand, Reserved"
i3en.2xlarge,ondemand,8,64.0,2 x 2500 NVMe SSD,3.904,2810.88,33730.56,hrs,"OnDemand, Reserved"
g4dn.12xlarge,ondemand,48,192.0,900 GB NVMe SSD,3.912,2816.64,33799.68,hrs,"OnDemand, Reserved"
r5ad.12xlarge,ondemand,48,384.0,2 x 900 NVMe SSD,3.955,2847.6,34171.2,hrs,"OnDemand, Reserved"
c7gn.16xlarge,ondemand,64,128.0,EBS only,3.9936,2875.392,34504.704,hrs,"OnDemand, Reserved"
x2gd.12xlarge,ondemand,48,768.0,2 x 1425 SSD,4.008,2885.76,34629.12,hrs,"OnDemand, Reserved"
c6i.24xlarge,ondemand,96,192.0,EBS only,4.08,2937.6,35251.2,hrs,"OnDemand, Reserved"
g5.16xlarge,ondemand,64,256.0,1 x 1900 GB NVMe SSD,4.096,2949.12,35389.44,hrs,"OnDemand, Reserved"
m5a.24xlarge,ondemand,96,384.0,EBS only,4.128,2972.16,35665.92,hrs,"OnDemand, Reserved"
m6in.12xlarge,ondemand,48,192.0,EBS only,4.15272,2989.9584000000004,35879.50080000001,hrs,"OnDemand, Reserved"
r5ad.16xlarge,ondemand,64,512.0,4 x 600 NVMe SSD,4.192,3018.2400000000002,36218.880000000005,hrs,"OnDemand, Reserved"
r7i.16xlarge,ondemand,64,512.0,EBS only,4.2336,3048.192,36578.304000000004,hrs,"OnDemand, Reserved"
m7i.16xlarge,ondemand,64,256.0,EBS only,4.3072,3101.1839999999997,37214.208,hrs,"OnDemand, Reserved"
g4dn.16xlarge,ondemand,64,256.0,900 GB NVMe SSD,4.352,3133.44,37601.28,hrs,"OnDemand, Reserved"
r7gd.16xlarge,ondemand,64,512.0,2 x 1900 NVMe SSD,4.3546,3135.312,37623.744,hrs,"OnDemand, Reserved"
z1d.metal,ondemand,48,384.0,2 x 900 NVMe SSD,4.464,3214.0800000000004,38568.96000000001,hrs,"OnDemand, Reserved"
z1d.12xlarge,ondemand,48,384.0,2 x 900 NVMe SSD,4.464,3214.0800000000004,38568.96000000001,hrs,"OnDemand, Reserved"
g3.16xlarge,ondemand,64,488.0,EBS only,4.56,3283.2,39398.399999999994,hrs,"OnDemand, Reserved"
is4gen.8xlarge,ondemand,32,192.0,4 x 7500 SSD,4.6104,3319.4880000000003,39833.856,hrs,"OnDemand, Reserved"
x1e.2xlarge,ondemand,8,244.0,1 x 240 SSD,4.668,3360.96,40331.520000000004,hrs,"OnDemand, Reserved"
r6a.16xlarge,ondemand,64,512.0,EBS only,4.7104,3391.488,40697.856,hrs,"OnDemand, Reserved"
inf1.24xlarge,ondemand,96,192.0,EBS only,4.721,3399.12,40789.44,hrs,"OnDemand, Reserved"
r5b.16xlarge,ondemand,64,512.0,EBS only,4.768,3432.96,41195.520000000004,hrs,"OnDemand, Reserved"
m5zn.12xlarge,ondemand,48,192.0,EBS only,4.7753,3438.216,41258.592,hrs,"OnDemand, Reserved"
m7a.16xlarge,ondemand,64,256.0,EBS only,4.79104,3449.5488,41394.5856,hrs,"OnDemand, Reserved"
r5dn.12xlarge,ondemand,48,384.0,2 x 900 GB NVMe SSD,4.819,3469.68,41636.159999999996,hrs,"OnDemand, Reserved"
m7i.metal-24xl,ondemand,96,384.0,EBS only,4.8384,3483.648,41803.776,hrs,"OnDemand, Reserved"
m7i.24xlarge,ondemand,96,384.0,EBS only,4.8384,3483.648,41803.776,hrs,"OnDemand, Reserved"
r6id.16xlarge,ondemand,64,512.0,2 x 1900 NVMe SSD,4.8384,3483.648,41803.776,hrs,"OnDemand, Reserved"
m5zn.6xlarge,ondemand,24,96.0,EBS only,4.862,3500.64,42007.68,hrs,"OnDemand, Reserved"
m6id.16xlarge,ondemand,64,256.0,2 x 1900 NVMe SSD,4.8784,3512.448,42149.376,hrs,"OnDemand, Reserved"
m5n.16xlarge,ondemand,64,256.0,EBS only,4.89,3520.7999999999997,42249.6,hrs,"OnDemand, Reserved"
i4g.16xlarge,ondemand,64,512.0,4 x 3750 SSD,4.94208,3558.2976,42699.5712,hrs,"OnDemand, Reserved"
m5ad.24xlarge,ondemand,96,384.0,4 x 900 NVMe SSD,4.944,3559.68,42716.159999999996,hrs,"OnDemand, Reserved"
r6in.12xlarge,ondemand,48,384.0,EBS only,4.99512,3596.4864,43157.8368,hrs,"OnDemand, Reserved"
c6a.8xlarge,ondemand,32,64.0,EBS only,5.064,3646.08,43752.96,hrs,"OnDemand, Reserved"
z1d.6xlarge,ondemand,24,192.0,1 x 900 NVMe SSD,5.112,3680.64,44167.68,hrs,"OnDemand, Reserved"
r5.16xlarge,ondemand,64,512.0,EBS only,5.114,3682.08,44184.96,hrs,"OnDemand, Reserved"
c5ad.8xlarge,ondemand,32,64.0,2 x 600 NVMe SSD,5.216,3755.52,45066.24,hrs,"OnDemand, Reserved"
i2.4xlarge,ondemand,16,122.0,4 x 800 SSD,5.332,3839.04,46068.479999999996,hrs,"OnDemand, Reserved"
r4.16xlarge,ondemand,64,488.0,EBS only,5.3376,3843.072,46116.864,hrs,"OnDemand, Reserved"
x2gd.metal,ondemand,64,1024.0,2 x 1900 SSD,5.344,3847.6800000000003,46172.16,hrs,"OnDemand, Reserved"
x2gd.16xlarge,ondemand,64,1024.0,2 x 1900 SSD,5.344,3847.6800000000003,46172.16,hrs,"OnDemand, Reserved"
m7i-flex.8xlarge,ondemand,32,128.0,EBS only,5.37216,3867.9552,46415.4624,hrs,"OnDemand, Reserved"
m5d.metal,ondemand,96,384.0,4 x 900 NVMe SSD,5.424,3905.28,46863.36,hrs,"OnDemand, Reserved"
m5dn.16xlarge,ondemand,64,256.0,4 x 600 NVMe SSD,5.434,3912.48,46949.76,hrs,"OnDemand, Reserved"
c6i.metal,ondemand,128,256.0,EBS only,5.44,3916.8,47001.600000000006,hrs,"OnDemand, Reserved"
c6in.24xlarge,ondemand,96,192.0,EBS only,5.4432,3919.104,47029.248,hrs,"OnDemand, Reserved"
c7a.8xlarge,ondemand,32,64.0,EBS only,5.48224,3947.2128,47366.5536,hrs,"OnDemand, Reserved"
d2.8xlarge,ondemand,36,244.0,24 x 2000 HDD,5.52,3974.3999999999996,47692.799999999996,hrs,"OnDemand, Reserved"
m6a.32xlarge,ondemand,128,512.0,EBS only,5.5296,3981.3120000000004,47775.744000000006,hrs,"OnDemand, Reserved"
z1d.3xlarge,ondemand,12,96.0,1 x 450 NVMe SSD,5.616,4043.5199999999995,48522.23999999999,hrs,"OnDemand, Reserved"
r5a.8xlarge,ondemand,32,256.0,EBS only,5.648,4066.56,48798.72,hrs,"OnDemand, Reserved"
g5.12xlarge,ondemand,48,192.0,1 x 3800 GB NVMe SSD,5.672,4083.8399999999997,49006.079999999994,hrs,"OnDemand, Reserved"
hpc6id.32xlarge,ondemand,64,1024.0,4 x 3800 NVMe SSD,5.7,4104.0,49248.0,hrs,"OnDemand, Reserved"
m5n.24xlarge,ondemand,96,384.0,EBS only,5.712,4112.639999999999,49351.67999999999,hrs,"OnDemand, Reserved"
h1.8xlarge,ondemand,32,128.0,4 x 2000 HDD,5.712,4112.639999999999,49351.67999999999,hrs,"OnDemand, Reserved"
m6id.8xlarge,ondemand,32,128.0,1 x 1900 NVMe SSD,5.7384,4131.648,49579.776,hrs,"OnDemand, Reserved"
im4gn.16xlarge,ondemand,64,256.0,4 x 7500 SSD,5.82067,4190.8823999999995,50290.5888,hrs,"OnDemand, Reserved"
r5.8xlarge,ondemand,32,256.0,EBS only,5.856,4216.32,50595.84,hrs,"OnDemand, Reserved"
c4.8xlarge,ondemand,36,60.0,EBS only,5.92,4262.4,51148.799999999996,hrs,"OnDemand, Reserved"
i3.16xlarge,ondemand,64,488.0,8 x 1900 NVMe SSD,6.074,4373.28,52479.36,hrs,"OnDemand, Reserved"
r5d.8xlarge,ondemand,32,256.0,2 x 600 NVMe SSD,6.144,4423.68,53084.16,hrs,"OnDemand, Reserved"
m6idn.16xlarge,ondemand,64,256.0,2 x 1900 SSD,6.17344,4444.8768,53338.5216,hrs,"OnDemand, Reserved"
c5d.metal,ondemand,96,192.0,4 x 900 NVMe SSD,6.23,4485.6,53827.200000000004,hrs,"OnDemand, Reserved"
m5.24xlarge,ondemand,96,384.0,EBS only,6.23,4485.6,53827.200000000004,hrs,"OnDemand, Reserved"
m5.metal,ondemand,96,384.0,EBS only,6.23,4485.6,53827.200000000004,hrs,"OnDemand, Reserved"
i3en.12xlarge,ondemand,48,384.0,4 x 7500 NVMe SSD,6.235,4489.2,53870.399999999994,hrs,"OnDemand, Reserved"
r6id.8xlarge,ondemand,32,256.0,1 x 1900 NVMe SSD,6.2592,4506.624,54079.488,hrs,"OnDemand, Reserved"
c5n.9xlarge,ondemand,36,96.0,EBS only,6.264,4510.08,54120.96,hrs,"OnDemand, Reserved"
r7i.metal-24xl,ondemand,96,768.0,EBS only,6.3504,4572.288,54867.45599999999,hrs,"OnDemand, Reserved"
r5dn.16xlarge,ondemand,64,512.0,4 x 600 NVMe SSD,6.426,4626.72,55520.64,hrs,"OnDemand, Reserved"
inf2.24xlarge,ondemand,96,384.0,EBS only,6.49063,4673.2536,56079.0432,hrs,"OnDemand, Reserved"
r5dn.8xlarge,ondemand,32,256.0,2 x 600 NVMe SSD,6.512,4688.639999999999,56263.67999999999,hrs,"OnDemand, Reserved"
m5dn.metal,ondemand,96,384.0,4 x 900 NVMe SSD,6.528,4700.16,56401.92,hrs,"OnDemand, Reserved"
m5dn.24xlarge,ondemand,96,384.0,4 x 900 NVMe SSD,6.528,4700.16,56401.92,hrs,"OnDemand, Reserved"
c7a.24xlarge,ondemand,96,192.0,EBS only,6.54912,4715.3664,56584.3968,hrs,"OnDemand, Reserved"
i4i.8xlarge,ondemand,32,256.0,2 x 3750 NVMe SSD,6.586,4741.92,56903.04,hrs,"OnDemand, Reserved"
r6in.16xlarge,ondemand,64,512.0,EBS only,6.66016,4795.3152,57543.7824,hrs,"OnDemand, Reserved"
x1.16xlarge,ondemand,64,976.0,1 x 1920 SSD,6.669,4801.679999999999,57620.15999999999,hrs,"OnDemand, Reserved"
c6i.4xlarge,ondemand,16,32.0,EBS only,6.68,4809.599999999999,57715.2,hrs,"OnDemand, Reserved"
m6a.4xlarge,ondemand,16,64.0,EBS only,6.6912,4817.664,57811.96799999999,hrs,"OnDemand, Reserved"
c7i.4xlarge,ondemand,16,32.0,EBS only,6.714,4834.08,58008.96,hrs,"OnDemand, Reserved"
m5.4xlarge,ondemand,16,64.0,EBS only,6.768,4872.96,58475.520000000004,hrs,"OnDemand, Reserved"
m7i.4xlarge,ondemand,16,64.0,EBS only,6.8064,4900.608,58807.296,hrs,"OnDemand, Reserved"
c7a.4xlarge,ondemand,16,32.0,EBS only,6.82112,4911.2064,58934.476800000004,hrs,"OnDemand, Reserved"
r5d.24xlarge,ondemand,96,768.0,4 x 900 NVMe SSD,6.912,4976.64,59719.68000000001,hrs,"OnDemand, Reserved"
m5d.24xlarge,ondemand,96,384.0,4 x 900 NVMe SSD,7.046,5073.12,60877.44,hrs,"OnDemand, Reserved"
r5n.metal,ondemand,96,768.0,EBS only,7.152,5149.4400000000005,61793.280000000006,hrs,"OnDemand, Reserved"
r5b.metal,ondemand,96,768.0,EBS only,7.152,5149.4400000000005,61793.280000000006,hrs,"OnDemand, Reserved"
p2.8xlarge,ondemand,32,488.0,EBS only,7.2,5184.0,62208.0,hrs,"OnDemand, Reserved"
hpc7a.48xlarge,ondemand,96,768.0,EBS only,7.2,5184.0,62208.0,hrs,"OnDemand, Reserved"
hpc7a.12xlarge,ondemand,24,768.0,EBS only,7.2,5184.0,62208.0,hrs,"OnDemand, Reserved"
hpc7a.24xlarge,ondemand,48,768.0,EBS only,7.2,5184.0,62208.0,hrs,"OnDemand, Reserved"
hpc7a.96xlarge,ondemand,192,768.0,EBS only,7.2,5184.0,62208.0,hrs,"OnDemand, Reserved"
x1e.8xlarge,ondemand,32,976.0,1 x 960 SSD,7.213,5193.36,62320.31999999999,hrs,"OnDemand, Reserved"
