Instance Type,Market,vCPU,RAM (GiB),Storage,Price ($/h),Price ($/m),Price ($/y),Unit,Terms
m6id.24xlarge,ondemand,96,384.0,4 x 1425 SSD,7.3176,5268.672,63224.064,hrs,"OnDemand, Reserved"
r6idn.16xlarge,ondemand,64,512.0,2 x 1900 SSD,7.33408,5280.5376,63366.451199999996,hrs,"OnDemand, Reserved"
i4i.4xlarge,ondemand,16,128.0,1 x 3750 NVMe SSD,7.373,5308.56,63702.72,hrs,"OnDemand, Reserved"
c6i.32xlarge,ondemand,128,256.0,EBS only,7.6032,5474.304,65691.648,hrs,"OnDemand, Reserved"
c5a.12xlarge,ondemand,48,96.0,EBS only,7.608,5477.759999999999,65733.12,hrs,"OnDemand, Reserved"
r5.metal,ondemand,96,768.0,EBS only,7.67,5522.4,66268.79999999999,hrs,"OnDemand, Reserved"
x2idn.16xlarge,ondemand,64,1024.0,1 x 1900 NVMe SSD,7.7506,5580.432000000001,66965.18400000001,hrs,"OnDemand, Reserved"
m5a.12xlarge,ondemand,48,192.0,EBS only,7.824,5633.28,67599.36,hrs,"OnDemand, Reserved"
g4dn.metal,ondemand,96,384.0,2 x 900 GB NVMe SSD,7.824,5633.28,67599.36,hrs,"OnDemand, Reserved"
d3.8xlarge,ondemand,32,256.0,24 x 2000 HDD,7.83552,5641.5743999999995,67698.8928,hrs,"OnDemand, Reserved"
r7i.24xlarge,ondemand,96,768.0,EBS only,7.9728,5740.416,68884.992,hrs,"OnDemand, Reserved"
d3.4xlarge,ondemand,16,128.0,12 x 2000 HDD,7.998,5758.56,69102.72,hrs,"OnDemand, Reserved"
r5dn.metal,ondemand,96,768.0,4 x 900 NVMe SSD,8.016,5771.52,69258.24,hrs,"OnDemand, Reserved"
r5dn.24xlarge,ondemand,96,768.0,4 x 900 NVMe SSD,8.016,5771.52,69258.24,hrs,"OnDemand, Reserved"
c5d.12xlarge,ondemand,48,96.0,2 x 900 NVMe SSD,8.064,5806.08,69672.95999999999,hrs,"OnDemand, Reserved"
r6i.32xlarge,ondemand,128,1024.0,EBS only,8.064,5806.08,69672.95999999999,hrs,"OnDemand, Reserved"
g5.24xlarge,ondemand,96,384.0,1 x 3800 GB NVMe SSD,8.144,5863.68,70364.16,hrs,"OnDemand, Reserved"
m6in.24xlarge,ondemand,96,384.0,EBS only,8.30544,5979.916800000001,71759.00160000002,hrs,"OnDemand, Reserved"
c6in.12xlarge,ondemand,48,96.0,EBS only,8.4816,6106.752,73281.024,hrs,"OnDemand, Reserved"
r6a.12xlarge,ondemand,48,384.0,EBS only,8.4816,6106.752,73281.024,hrs,"OnDemand, Reserved"
c7i.48xlarge,ondemand,192,384.0,EBS only,8.568,6168.96,74027.52,hrs,"OnDemand, Reserved"
m6id.12xlarge,ondemand,48,192.0,2 x 1425 NVMe SSD,8.6076,6197.472,74369.66399999999,hrs,"OnDemand, Reserved"
c6id.metal,ondemand,128,256.0,4 x 1900 NVMe SSD,8.6144,6202.3679999999995,74428.416,hrs,"OnDemand, Reserved"
c7a.32xlarge,ondemand,128,256.0,EBS only,8.73216,6287.1552,75445.8624,hrs,"OnDemand, Reserved"
d2.4xlarge,ondemand,16,122.0,12 x 2000 HDD,8.76,6307.2,75686.4,hrs,"OnDemand, Reserved"
r5b.24xlarge,ondemand,96,768.0,EBS only,8.7744,6317.568,75810.816,hrs,"OnDemand, Reserved"
m6idn.24xlarge,ondemand,96,384.0,4 x 1425 SSD,9.26016,6667.315200000001,80007.78240000001,hrs,"OnDemand, Reserved"
r5n.12xlarge,ondemand,48,384.0,EBS only,9.336,6721.92,80663.04000000001,hrs,"OnDemand, Reserved"
r5b.12xlarge,ondemand,48,384.0,EBS only,9.336,6721.92,80663.04000000001,hrs,"OnDemand, Reserved"
r7a.12xlarge,ondemand,48,384.0,EBS only,9.4116,6776.352,81316.224,hrs,"OnDemand, Reserved"
c6in.metal,ondemand,128,256.0,EBS only,9.4208,6782.976,81395.712,hrs,"OnDemand, Reserved"
c6in.32xlarge,ondemand,128,256.0,EBS only,9.4208,6782.976,81395.712,hrs,"OnDemand, Reserved"
m7a.32xlarge,ondemand,128,512.0,EBS only,9.58208,6899.0976,82789.1712,hrs,"OnDemand, Reserved"
m5zn.metal,ondemand,48,192.0,EBS only,9.7241,7001.352,84016.224,hrs,"OnDemand, Reserved"
r7a.32xlarge,ondemand,128,1024.0,EBS only,9.7376,7011.072,84132.864,hrs,"OnDemand, Reserved"
i4i.12xlarge,ondemand,48,384.0,3 x 3750 NVMe SSD,9.878,7112.16,85345.92,hrs,"OnDemand, Reserved"
r6in.24xlarge,ondemand,96,768.0,EBS only,9.99024,7192.9728,86315.6736,hrs,"OnDemand, Reserved"
c5a.16xlarge,ondemand,64,128.0,EBS only,10.144,7303.68,87644.16,hrs,"OnDemand, Reserved"
r6i.metal,ondemand,128,1024.0,EBS only,10.2272,7363.584,88363.008,hrs,"OnDemand, Reserved"
x2iedn.8xlarge,ondemand,32,1024.0,1 x 950 NVMe SSD,10.509,7566.4800000000005,90797.76000000001,hrs,"OnDemand, Reserved"
c6a.metal,ondemand,192,384.0,EBS only,10.5888,7623.936000000001,91487.232,hrs,"OnDemand, Reserved"
m5.16xlarge,ondemand,64,256.0,EBS only,10.752,7741.4400000000005,92897.28,hrs,"OnDemand, Reserved"
i3en.24xlarge,ondemand,96,768.0,8 x 7500 NVMe SSD,10.848,7810.56,93726.72,hrs,"OnDemand, Reserved"
r6a.48xlarge,ondemand,192,1536.0,EBS only,10.8864,7838.208,94058.496,hrs,"OnDemand, Reserved"
c6id.16xlarge,ondemand,64,128.0,2 x 1900 NVMe SSD,10.9056,7852.032,94224.384,hrs,"OnDemand, Reserved"
c7a.16xlarge,ondemand,64,128.0,EBS only,10.96448,7894.4256,94733.1072,hrs,"OnDemand, Reserved"
i4i.32xlarge,ondemand,128,1024.0,8 x 3750 SSD,10.9824,7907.328,94887.936,hrs,"OnDemand, Reserved"
m7a.metal-48xl,ondemand,192,768.0,EBS only,11.12832,8012.3904,96148.6848,hrs,"OnDemand, Reserved"
r5a.16xlarge,ondemand,64,512.0,EBS only,11.296,8133.12,97597.44,hrs,"OnDemand, Reserved"
m5d.16xlarge,ondemand,64,256.0,4 x 600 NVMe SSD,11.296,8133.12,97597.44,hrs,"OnDemand, Reserved"
x2idn.24xlarge,ondemand,96,1536.0,2 x 1425 NVMe SSD,11.6259,8370.648,100447.77599999998,hrs,"OnDemand, Reserved"
i3en.6xlarge,ondemand,24,192.0,2 x 7500 NVMe SSD,11.712,8432.64,101191.68,hrs,"OnDemand, Reserved"
r6i.16xlarge,ondemand,64,512.0,EBS only,11.712,8432.64,101191.68,hrs,"OnDemand, Reserved"
c5d.18xlarge,ondemand,72,144.0,2 x 900 NVMe SSD,12.096,8709.12,104509.44,hrs,"OnDemand, Reserved"
p3.8xlarge,ondemand,32,244.0,EBS only,12.24,8812.8,105753.59999999999,hrs,"OnDemand, Reserved"
r5d.16xlarge,ondemand,64,512.0,4 x 600 NVMe SSD,12.288,8847.36,106168.32,hrs,"OnDemand, Reserved"
r6idn.32xlarge,ondemand,128,1024.0,4 x 1900 SSD,12.50496,9003.5712,108042.85440000001,hrs,"OnDemand, Reserved"
i3.metal,ondemand,72,512.0,8 x 1900 NVMe SSD,12.672,9123.84,109486.08,hrs,"OnDemand, Reserved"
inf2.48xlarge,ondemand,192,768.0,EBS only,12.98127,9346.5144,112158.1728,hrs,"OnDemand, Reserved"
c7a.metal-48xl,ondemand,192,384.0,EBS only,13.09824,9430.7328,113168.7936,hrs,"OnDemand, Reserved"
i4i.16xlarge,ondemand,64,512.0,4 x 3750 NVMe SSD,13.171,9483.119999999999,113797.43999999999,hrs,"OnDemand, Reserved"
r6in.32xlarge,ondemand,128,1024.0,EBS only,13.32032,9590.6304,115087.5648,hrs,"OnDemand, Reserved"
r6in.metal,ondemand,128,1024.0,EBS only,13.32032,9590.6304,115087.5648,hrs,"OnDemand, Reserved"
x1.32xlarge,ondemand,128,1952.0,2 x 1920 SSD,13.338,9603.359999999999,115240.31999999998,hrs,"OnDemand, Reserved"
x2idn.metal,ondemand,128,2048.0,2 x 1900 NVMe SSD,13.338,9603.359999999999,115240.31999999998,hrs,"OnDemand, Reserved"
c6id.8xlarge,ondemand,32,64.0,1 x 1900 NVMe SSD,13.6128,9801.216,117614.592,hrs,"OnDemand, Reserved"
m5d.8xlarge,ondemand,32,128.0,2 x 600 NVMe SSD,13.808,9941.76,119301.12,hrs,"OnDemand, Reserved"
r6a.8xlarge,ondemand,32,256.0,EBS only,13.8144,9946.367999999999,119356.41599999998,hrs,"OnDemand, Reserved"
m7a.8xlarge,ondemand,32,128.0,EBS only,13.85472,9975.3984,119704.78080000001,hrs,"OnDemand, Reserved"
r4.8xlarge,ondemand,32,244.0,EBS only,14.128,10172.16,122065.92,hrs,"OnDemand, Reserved"
m7a.48xlarge,ondemand,192,768.0,EBS only,14.37312,10348.6464,124183.7568,hrs,"OnDemand, Reserved"
p2.16xlarge,ondemand,64,732.0,EBS only,14.4,10368.0,124416.0,hrs,"OnDemand, Reserved"
x2iedn.16xlarge,ondemand,64,2048.0,1 x 1900 NVMe SSD,14.4196,10382.112000000001,124585.34400000001,hrs,"OnDemand, Reserved"
r7a.8xlarge,ondemand,32,256.0,EBS only,14.4344,10392.768,124713.216,hrs,"OnDemand, Reserved"
i3.8xlarge,ondemand,32,244.0,4 x 1900 NVMe SSD,14.496,10437.12,125245.44,hrs,"OnDemand, Reserved"
m6idn.8xlarge,ondemand,32,128.0,1 x 1900 SSD,14.54592,10473.0624,125676.7488,hrs,"OnDemand, Reserved"
r7a.48xlarge,ondemand,192,1536.0,EBS only,14.6064,10516.608,126199.296,hrs,"OnDemand, Reserved"
c5d.9xlarge,ondemand,36,72.0,1 x 900 NVMe SSD,15.228,10964.16,131569.91999999998,hrs,"OnDemand, Reserved"
x2idn.32xlarge,ondemand,128,2048.0,2 x 1900 NVMe SSD,15.5012,11160.864000000001,133930.36800000002,hrs,"OnDemand, Reserved"
c5.24xlarge,ondemand,96,192.0,EBS only,15.6,11232.0,134784.0,hrs,"OnDemand, Reserved"
c5.metal,ondemand,96,192.0,EBS only,15.6,11232.0,134784.0,hrs,"OnDemand, Reserved"
c7i.metal-24xl,ondemand,96,192.0,EBS only,15.804,11378.880000000001,136546.56,hrs,"OnDemand, Reserved"
m6i.24xlarge,ondemand,96,384.0,EBS only,16.128,11612.16,139345.91999999998,hrs,"OnDemand, Reserved"
c5d.24xlarge,ondemand,96,192.0,4 x 900 NVMe SSD,16.128,11612.16,139345.91999999998,hrs,"OnDemand, Reserved"
g5.48xlarge,ondemand,192,768.0,2 x 3800 GB NVMe SSD,16.288,11727.36,140728.32,hrs,"OnDemand, Reserved"
r5a.24xlarge,ondemand,96,768.0,EBS only,16.944,12199.679999999998,146396.15999999997,hrs,"OnDemand, Reserved"
m4.10xlarge,ondemand,40,160.0,EBS only,17.0,12240.0,146880.0,hrs,"OnDemand, Reserved"
m7a.24xlarge,ondemand,96,384.0,EBS only,17.08416,12300.5952,147607.1424,hrs,"OnDemand, Reserved"
r5ad.24xlarge,ondemand,96,768.0,4 x 900 NVMe SSD,17.808,12821.76,153861.12,hrs,"OnDemand, Reserved"
r5d.metal,ondemand,96,768.0,4 x 900 NVMe SSD,18.432,13271.039999999999,159252.47999999998,hrs,"OnDemand, Reserved"
i2.8xlarge,ondemand,32,244.0,8 x 800 SSD,18.824,13553.28,162639.36000000002,hrs,"OnDemand, Reserved"
c5ad.12xlarge,ondemand,48,96.0,2 x 900 NVMe SSD,20.064,14446.08,173352.96,hrs,"OnDemand, Reserved"
m7i.12xlarge,ondemand,48,192.0,EBS only,20.4192,14701.824,176421.888,hrs,"OnDemand, Reserved"
c6id.12xlarge,ondemand,48,96.0,2 x 1425 NVMe SSD,20.4192,14701.824,176421.888,hrs,"OnDemand, Reserved"
c7a.12xlarge,ondemand,48,96.0,EBS only,20.46336,14733.619200000001,176803.4304,hrs,"OnDemand, Reserved"
m5ad.12xlarge,ondemand,48,192.0,2 x 900 NVMe SSD,20.472,14739.84,176878.08000000002,hrs,"OnDemand, Reserved"
m5d.12xlarge,ondemand,48,192.0,2 x 900 NVMe SSD,20.712,14912.64,178951.68,hrs,"OnDemand, Reserved"
m7a.12xlarge,ondemand,48,192.0,EBS only,20.78208,14963.097600000001,179557.1712,hrs,"OnDemand, Reserved"
m5n.12xlarge,ondemand,48,192.0,EBS only,20.856,15016.320000000002,180195.84000000003,hrs,"OnDemand, Reserved"
r7i.12xlarge,ondemand,48,384.0,EBS only,21.1752,15246.144,182953.728,hrs,"OnDemand, Reserved"
m5dn.12xlarge,ondemand,48,192.0,2 x 900 GB NVMe SSD,21.264,15310.08,183720.96,hrs,"OnDemand, Reserved"
r5d.12xlarge,ondemand,48,384.0,2 x 900 NVMe SSD,21.456,15448.32,185379.84,hrs,"OnDemand, Reserved"
trn1.32xlarge,ondemand,128,512.0,4 x 1900 NVMe SSD,21.5,15480.0,185760.0,hrs,"OnDemand, Reserved"
m6i.32xlarge,ondemand,128,512.0,EBS only,21.504,15482.880000000001,185794.56,hrs,"OnDemand, Reserved"
r6id.12xlarge,ondemand,48,384.0,2 x 1425 NVMe SSD,21.6288,15572.735999999999,186872.832,hrs,"OnDemand, Reserved"
c6id.32xlarge,ondemand,128,256.0,4 x 1900 NVMe SSD,21.8112,15704.064,188448.768,hrs,"OnDemand, Reserved"
m6idn.12xlarge,ondemand,48,192.0,2 x 1425 SSD,21.81888,15709.5936,188515.1232,hrs,"OnDemand, Reserved"
r6idn.12xlarge,ondemand,48,384.0,2 x 1425 SSD,22.68936,16336.3392,196036.0704,hrs,"OnDemand, Reserved"
m6id.metal,ondemand,128,512.0,4 x 1900 NVMe SSD,22.9536,16526.592,198319.104,hrs,"OnDemand, Reserved"
m6id.32xlarge,ondemand,128,512.0,4 x 1900 NVMe SSD,22.9536,16526.592,198319.104,hrs,"OnDemand, Reserved"
p3.16xlarge,ondemand,64,488.0,EBS only,24.48,17625.6,211507.19999999998,hrs,"OnDemand, Reserved"
trn1n.32xlarge,ondemand,128,512.0,4 x 1900 NVMe SSD,24.78,17841.600000000002,214099.2,hrs,"OnDemand, Reserved"
r6id.32xlarge,ondemand,128,1024.0,4 x 1900 NVMe SSD,25.0368,18026.496,216317.952,hrs,"OnDemand, Reserved"
r6id.metal,ondemand,128,1024.0,4 x 1900 NVMe SSD,25.0368,18026.496,216317.952,hrs,"OnDemand, Reserved"
m6idn.32xlarge,ondemand,128,512.0,4 x 1900 SSD,25.54368,18391.4496,220697.3952,hrs,"OnDemand, Reserved"
m6idn.metal,ondemand,128,512.0,4 x 1900 SSD,25.54368,18391.4496,220697.3952,hrs,"OnDemand, Reserved"
c6a.16xlarge,ondemand,64,128.0,EBS only,26.448,19042.56,228510.72000000003,hrs,"OnDemand, Reserved"
c5ad.16xlarge,ondemand,64,128.0,2 x 1200 NVMe SSD,26.752,19261.44,231137.27999999997,hrs,"OnDemand, Reserved"
c7i.16xlarge,ondemand,64,128.0,EBS only,26.856,19336.32,232035.84,hrs,"OnDemand, Reserved"
u-3tb1.56xlarge,ondemand,224,3072.0,EBS only,27.3,19656.0,235872.0,hrs,"OnDemand, Reserved"
c6in.16xlarge,ondemand,64,128.0,EBS only,27.6288,19892.735999999997,238712.83199999997,hrs,"OnDemand, Reserved"
r6idn.metal,ondemand,128,1024.0,4 x 1900 SSD,27.86496,20062.7712,240753.25439999998,hrs,"OnDemand, Reserved"
m6in.16xlarge,ondemand,64,256.0,EBS only,28.45536,20487.8592,245854.3104,hrs,"OnDemand, Reserved"
r5n.16xlarge,ondemand,64,512.0,EBS only,28.768,20712.96,248555.52,hrs,"OnDemand, Reserved"
r7a.16xlarge,ondemand,64,512.0,EBS only,28.8688,20785.536,249426.432,hrs,"OnDemand, Reserved"
c5.18xlarge,ondemand,72,144.0,EBS only,30.06,21643.2,259718.40000000002,hrs,"OnDemand, Reserved"
m6a.48xlarge,ondemand,192,768.0,EBS only,31.3344,22560.768,270729.216,hrs,"OnDemand, Reserved"
x2iedn.24xlarge,ondemand,96,3072.0,2 x 1425 NVMe SSD,31.527,22699.440000000002,272393.28,hrs,"OnDemand, Reserved"
m7i.metal-48xl,ondemand,192,768.0,EBS only,32.7168,23556.095999999998,282673.152,hrs,"OnDemand, Reserved"
m7i.48xlarge,ondemand,192,768.0,EBS only,32.7168,23556.095999999998,282673.152,hrs,"OnDemand, Reserved"
p4d.24xlarge,ondemand,96,1152.0,8 x 1000 SSD,32.7726,23596.271999999997,283155.26399999997,hrs,"OnDemand, Reserved"
c7a.48xlarge,ondemand,192,384.0,EBS only,32.89344,23683.2768,284199.3216,hrs,"OnDemand, Reserved"
r6a.metal,ondemand,192,1536.0,EBS only,33.9264,24427.008,293124.096,hrs,"OnDemand, Reserved"
x1e.16xlarge,ondemand,64,1952.0,1 x 1920 SSD,37.344,26887.68,322652.16000000003,hrs,"OnDemand, Reserved"
c6a.24xlarge,ondemand,96,192.0,EBS only,39.672,28563.839999999997,342766.07999999996,hrs,"OnDemand, Reserved"
c5a.24xlarge,ondemand,96,192.0,EBS only,39.696,28581.12,342973.44,hrs,"OnDemand, Reserved"
c5ad.24xlarge,ondemand,96,192.0,2 x 1900 NVMe SSD,40.128,28892.16,346705.92,hrs,"OnDemand, Reserved"
m6a.24xlarge,ondemand,96,384.0,EBS only,40.1472,28905.983999999997,346871.80799999996,hrs,"OnDemand, Reserved"
c7i.24xlarge,ondemand,96,192.0,EBS only,40.284,29004.48,348053.76,hrs,"OnDemand, Reserved"
c6id.24xlarge,ondemand,96,192.0,4 x 1425 NVMe SSD,40.8384,29403.648,352843.776,hrs,"OnDemand, Reserved"
r6a.24xlarge,ondemand,96,768.0,EBS only,41.4432,29839.104,358069.248,hrs,"OnDemand, Reserved"
m5n.metal,ondemand,96,384.0,EBS only,41.712,30032.640000000003,360391.68000000005,hrs,"OnDemand, Reserved"
x2iedn.32xlarge,ondemand,128,4096.0,2 x 1900 NVMe SSD,42.036,30265.920000000002,363191.04000000004,hrs,"OnDemand, Reserved"
x2iedn.metal,ondemand,128,4096.0,2 x 1900 NVMe SSD,42.036,30265.920000000002,363191.04000000004,hrs,"OnDemand, Reserved"
x1e.32xlarge,ondemand,128,3904.0,2 x 1920 SSD,42.048,30274.56,363294.72000000003,hrs,"OnDemand, Reserved"
r6i.24xlarge,ondemand,96,768.0,EBS only,42.048,30274.56,363294.72000000003,hrs,"OnDemand, Reserved"
r5.24xlarge,ondemand,96,768.0,EBS only,42.048,30274.56,363294.72000000003,hrs,"OnDemand, Reserved"
r5n.24xlarge,ondemand,96,768.0,EBS only,43.152,31069.440000000002,372833.28,hrs,"OnDemand, Reserved"
r6id.24xlarge,ondemand,96,768.0,4 x 1425 SSD,43.2576,31145.471999999998,373745.664,hrs,"OnDemand, Reserved"
r7a.24xlarge,ondemand,96,768.0,EBS only,43.3032,31178.303999999996,374139.6479999999,hrs,"OnDemand, Reserved"
i4i.24xlarge,ondemand,96,768.0,6 x 3750 NVMe SSD,44.2368,31850.496000000003,382205.95200000005,hrs,"OnDemand, Reserved"
r6idn.24xlarge,ondemand,96,768.0,4 x 1425 SSD,45.37872,32672.6784,392072.1408,hrs,"OnDemand, Reserved"
i3en.metal,ondemand,96,768.0,8 x 7500 NVMe SSD,46.848,33730.56,404766.72,hrs,"OnDemand, Reserved"
c6a.32xlarge,ondemand,128,256.0,EBS only,52.896,38085.12,457021.44000000006,hrs,"OnDemand, Reserved"
m6i.metal,ondemand,128,512.0,EBS only,54.144,38983.68,467804.16000000003,hrs,"OnDemand, Reserved"
r6a.32xlarge,ondemand,128,1024.0,EBS only,55.2576,39785.471999999994,477425.66399999993,hrs,"OnDemand, Reserved"
m6in.32xlarge,ondemand,128,512.0,EBS only,56.91072,40975.7184,491708.6208,hrs,"OnDemand, Reserved"
m6in.metal,ondemand,128,512.0,EBS only,56.91072,40975.7184,491708.6208,hrs,"OnDemand, Reserved"
i4i.metal,ondemand,128,1024.0,8 x 3750 NVMe SSD,58.982,42467.04,509604.48,hrs,"OnDemand, Reserved"
c6a.48xlarge,ondemand,192,384.0,EBS only,79.344,57127.67999999999,685532.1599999999,hrs,"OnDemand, Reserved"
m6a.metal,ondemand,192,768.0,EBS only,80.2944,57811.96799999999,693743.6159999999,hrs,"OnDemand, Reserved"
c7i.metal-48xl,ondemand,192,384.0,EBS only,80.568,58008.96,696107.52,hrs,"OnDemand, Reserved"
r7i.48xlarge,ondemand,192,1536.0,EBS only,84.7008,60984.576,731814.912,hrs,"OnDemand, Reserved"
r7i.metal-48xl,ondemand,192,1536.0,EBS only,84.7008,60984.576,731814.912,hrs,"OnDemand, Reserved"
r7a.metal-48xl,ondemand,192,1536.0,EBS only,86.6064,62356.60799999999,748279.2959999999,hrs,"OnDemand, Reserved"
p5.48xlarge,ondemand,192,2048.0,8 x 3840 GB SSD,98.32,70790.4,849484.7999999999,hrs,"OnDemand, Reserved"
u-6tb1.112xlarge,ondemand,448,6144.0,EBS only,108.36,78019.2,936230.3999999999,hrs,"OnDemand, Reserved"
u-6tb1.56xlarge,ondemand,224,6144.0,EBS only,130.40391,93890.8152,1126689.7824,hrs,"OnDemand, Reserved"
u-12tb1.112xlarge,ondemand,448,12288.0,EBS only,277.2,199584.0,2395008.0,hrs,"OnDemand, Reserved"
